Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
,,,,,,29181 | To create awareness about the importance of education and the need for Aadhar cards and birth certificates for school enrollment | 0.8174
,,,,,,15062 | To facilitate school enrollment by assisting parents in obtaining Aadhaar cards for their children | 0.8323
,,,,,,28786 | To help a teenage girl get admission in Class 9 by correcting her Aadhaar card | 0.7445
,,,,,,10383 | To ensure all students have their Aadhaar cards made to access educational benefits | 0.8005
,,,,,,28787 | To increase school attendance among children in Gadhpur village by educating parents about the importance of education | 0.5956
,,,,,,15128 | To help a child enroll in school by correcting the wrong age on their Aadhaar card | 0.8009
,,,,,,"11336 | To address the issue of admission being denied due to lack of birth certificates, we aimed to find a solution that would facilitate the process and ensure all children have access to education. | 0.6096"
,,,,,,15142 | To increase school attendance among girls in Khudi Bakhari by addressing the issue of school distance and engaging with parents and the community | 0.5645
,,,,,,19078 | To improve education in Taruha Gaon by correcting Aadhar card names | 0.6366
,,,,,,28990 | To help Abhijeet Kumar get his Aadhar card made so he can receive benefits in school | 0.7112
,,,,,,28991 | To help Aryan Kumar get an Aadhar card to benefit from government school | 0.695
,,,,,,28992 | To improve school attendance in Bakhanora village by engaging with the community and encouraging parents to send their children to school | 0.5572
,,,,,,29457 | To educate children about the importance of having an Aadhar card and to help them obtain one | 0.8285
,,,,,,"28807 | To improve access to education for children in Badee Chaapi, Gaya, Bihar, by convincing parents to send their children to school | 0.635"
,,,,,,18199 | To address the issue of children being unable to access higher education due to poverty and errors in important documents like Aadhar cards | 0.8155
,,,,,,16636 | To increase school attendance in rural Bihar by addressing the issue of distance and motivating parents to send their children to school | 0.6005
,,,,,,15311 | To help Aarti Kumari get enrolled in school by obtaining a birth certificate | 0.5871
,,,,,,"29184 | To help a 3-year-old girl get her Aadhaar card made, which was previously not possible due to her age. | 0.6635"
,,,,,,4135 | To empower the Musahar Colony community through education by providing access to Aadhar cards and birth certificates | 0.6303
,,,,,,"15051 | To enroll a girl in school by obtaining an Aadhar card, as lack of Aadhar card was a barrier to her education | 0.7995"
,,,,,,15058 | To help Komal Kumari continue her education by obtaining an Aadhar card | 0.6553
,,,,,,4090 | To motivate parents to get Aadhar cards made for their children | 0.7439
,,,,,,15090 | To address the issue of Anish not getting enrolled in class six due to the lack of an Aadhar card by facilitating the creation of the necessary documentation | 0.6796
,,,,,,5720 | To solve the problem of Aadhar Card among all people | 0.6839
,,,,,,16788 | To improve access to Aadhar cards for children without birth certificates | 0.787
,,,,,,15123 | To help underprivileged children obtain necessary documents like Aadhar cards and birth certificates to enroll in school | 0.8008
,,,,,,15171 | To solve the problem of Aadhar card blockage due to non-production of birth certificate | 0.6541
,,,,,,"28997 | To improve access to education for children in rural Bihar by facilitating the creation of birth certificates and Aadhar cards, thereby enabling them to enroll in school. | 0.8"
,,,,,,15316 | To facilitate the admission of children into school by obtaining necessary documents such as birth certificates and Aadhar cards in a timely manner | 0.7937
,,,,,,11577 | To facilitate access to essential services by obtaining Aadhaar cards for community members | 0.6086
,,,,,,7653 | To enroll children in school by obtaining Aadhar cards for them | 0.8955
,,,,,,15332 | To get her father's name corrected for making Aadhar card | 0.5738
,,,,,,15116 | To help Samta Kumari obtain an Aadhar card and enroll in school despite her family's financial struggles | 0.6806
,,,,,,20389 | To correct the Aadhar card details of students | 0.6947
,,,,,,4251 | To enroll children in school by obtaining Aadhaar cards for them | 0.855
,,,,,,"4288 | To help women obtain birth certificates and Aadhaar cards, enabling them to enroll their children in school | 0.762"
,,,,,,12703 | To educate daughters and get Aadhar cards made | 0.7566
,,,,,,19715 | To solve the problem of children not having Aadhaar cards | 0.8442
,,,,,,29209 | To help children enroll in school by obtaining their Aadhar cards | 0.8891
,,,,,,12739 | To improve access to education for children in rural Bihar by addressing the challenges faced by their illiterate parents | 0.6257
,,,,,,15361 | To help Gudiya Kumari get her Aadhar card made and enroll in school | 0.6463
,,,,,,15282 | To enroll Sandhya Kumari in school by obtaining an Aadhaar card | 0.6994
,,,,,,15274 | To help a child get an Aadhar card so they can attend school | 0.8479
,,,,,,15275 | To facilitate school admission by helping parents obtain Aadhar cards for their children | 0.8543
,,,,,,15264 | To help a girl get her Aadhaar card made so she can be enrolled in school | 0.7466
,,,,,,29001 | To educate the community about the importance of Aadhaar cards for children and to help them get enrolled in school | 0.8098
,,,,,,15279 | To help Mala Kumari get admission in school by correcting her Aadhar card | 0.6708
,,,,,,15276 | To correct the address in the Aadhar card to enable school admission | 0.6986
,,,,,,29188 | To correct Asha Kumari's Aadhaar card | 0.5535
,,,,,,15313 | To help Radha Kumari get admitted to school by correcting her date of birth on her Aadhaar card and birth certificate | 0.5922
,,,,,,29007 | To help children get admission in school by making Aadhar cards | 0.8746
,,,,,,15314 | To help Kanchan Kumari get admission by obtaining her father's Aadhar card | 0.6027
,,,,,,28839 | To help Manisha rejoin school after her studies were interrupted due to an incorrect Aadhaar card | 0.648
,,,,,,29010 | To resolve the issue of children not being enrolled in school due to Aadhaar card problems | 0.9011
,,,,,,"15337 | To enroll a girl in school by obtaining an Aadhar card, which was a requirement for admission | 0.7662"
,,,,,,15360 | To ensure Gudiya Kumari gets enrolled in school by obtaining an Aadhar card | 0.6984
,,,,,,29011 | To improve school attendance by addressing the issue of lack of Aadhar cards | 0.8703
,,,,,,17163 | To improve the education system in rural Bihar by ensuring timely availability of library books and convincing parents to support their children | 0.588
,,,,,,28843 | To increase enrollment by raising awareness about the importance of birth certificates and Aadhar cards for education | 0.7817
,,,,,,15370 | To get Aarti Kumari admitted to the ninth class by correcting her name in the Aadhar card | 0.6206
,,,,,,4030 | To get Aadhar and birth certificates made for 3 girls and enroll them in school | 0.7258
,,,,,,5391 | To help girls obtain Aadhaar cards and encourage their education | 0.7316
,,,,,,29014 | To promote education in Kamalpur village by starting a remedial school for weak children and encouraging parents to send their children to school | 0.5675
,,,,,,28848 | To get the Aadhar card made for her child to enable enrollment in school | 0.819
,,,,,,28849 | To solve the problem of not being enrolled in school due to lack of Aadhar card | 0.8688
,,,,,,3893 | To raise awareness about the importance of birth certificates and Aadhar cards for education and to facilitate their creation for children in the community | 0.7671
,,,,,,28850 | To improve education by helping people get their Aadhar cards made | 0.7856
,,,,,,28851 | To increase Aadhar card enrollment by addressing the issue of not having an Aadhar card | 0.7203
,,,,,,28852 | To get an Aadhar card made | 0.6709
,,,,,,29015 | To improve education by creating necessary documents like Aadhar cards and birth certificates for children in Saraya village | 0.7247
,,,,,,15286 | To help Radha Kumari get admission in Class 6 by correcting her Aadhaar card | 0.6301
,,,,,,29016 | To improve education by spreading awareness about the importance of Aadhar cards and encouraging regular school attendance | 0.8082
,,,,,,"29023 | To ensure every child in the village has an Aadhar card, which is essential for accessing school benefits | 0.8421"
,,,,,,29212 | To improve school attendance by addressing child labour and early marriage in Gaanv Ropahatha | 0.5506
,,,,,,29024 | To help Pooja Kumari get an Aadhar card to receive benefits from the school | 0.703
